employee_id,age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled
E05912,24,Female,Married,62334,Part-time,West,0,0.8,1
E05913,19,Male,Single,29510,Full-time,South,0,0.6,1
E05914,59,Female,Single,70042,Part-time,Central,1,0.1,1
E05915,41,Female,Married,65720,Part-time,South,1,5.1,0
E05916,21,Male,Single,44391,Full-time,East,0,1.5,1
E05917,61,Male,Single,64549,Contract,North,1,0.2,0
E05918,36,Male,Divorced,68237,Part-time,South,0,2.4,0
E05919,43,Male,Widowed,49205,Contract,Central,1,1.2,0
E05920,28,Female,Divorced,58058,Part-time,South,0,10.7,0
E05921,57,Female,Single,42212,Part-time,North,0,1.8,1
E05922,60,Female,Divorced,69799,Full-time,South,1,0.3,0
E05923,28,Female,Single,43218,Full-time,North,0,3.1,0
E05924,62,Female,Married,54707,Full-time,Central,0,4.7,0
E05925,20,Female,Married,49354,Full-time,South,0,2.6,0
E05926,29,Female,Married,41262,Full-time,Central,0,4.5,0
E05927,20,Female,Widowed,24429,Full-time,Central,1,1.1,0
E05928,59,Female,Single,63292,Full-time,East,0,2.3,0
E05929,44,Male,Married,49468,Full-time,East,1,5.3,1
E05930,19,Female,Single,77475,Full-time,South,1,0.2,1
E05931,33,Male,Divorced,68250,Part-time,South,1,0.9,0
E05932,19,Female,Married,68036,Full-time,Central,0,3.0,1
E05933,47,Male,Married,61001,Full-time,East,1,2.1,0
E05934,37,Male,Married,61313,Full-time,South,0,4.4,0
E05935,55,Other,Married,52346,Part-time,South,1,0.6,0
E05936,45,Male,Married,62367,Part-time,South,1,5.6,0
E05937,42,Male,Single,43281,Full-time,East,1,2.9,0
E05938,49,Male,Married,20000,Full-time,South,1,0.7,1
E05939,27,Female,Widowed,60615,Part-time,Central,0,0.2,1
E05940,59,Female,Married,60952,Contract,South,0,12.0,0
E05941,57,Female,Single,30176,Full-time,West,0,1.8,0
E05942,50,Female,Single,57705,Part-time,North,1,0.9,1
E05943,30,Male,Married,57473,Full-time,Central,0,0.6,0
E05944,58,Male,Married,66185,Full-time,South,1,0.8,1
E05945,59,Male,Single,48414,Part-time,West,1,2.0,1
E05946,64,Female,Married,27169,Full-time,East,0,5.8,0
E05947,54,Female,Divorced,42740,Part-time,Central,0,0.7,0
E05948,33,Male,Married,42686,Full-time,Central,0,1.4,0
E05949,62,Male,Single,48241,Full-time,South,0,4.8,0
E05950,39,Male,Divorced,51831,Full-time,East,1,3.3,1
E05951,37,Female,Married,46440,Full-time,South,0,0.1,0
E05952,60,Male,Married,55940,Full-time,West,1,0.9,1
E05953,44,Male,Single,33527,Full-time,North,0,0.4,0
E05954,58,Male,Married,55397,Full-time,East,1,0.1,0
E05955,33,Female,Married,38615,Full-time,North,0,8.8,0
E05956,51,Female,Married,46978,Full-time,West,0,2.9,1
E05957,49,Male,Single,22567,Part-time,Central,0,2.3,0
E05958,43,Female,Married,64155,Part-time,West,0,5.9,0
E05959,42,Female,Single,45408,Full-time,North,1,2.7,0
E05960,19,Other,Single,55082,Full-time,East,1,2.6,0
E05961,29,Male,Married,37682,Part-time,South,0,0.7,0
E05962,57,Female,Divorced,41603,Contract,North,0,2.9,1
E05963,26,Female,Single,35509,Full-time,East,1,3.3,0
E05964,29,Male,Single,52382,Full-time,North,0,6.4,0
E05965,43,Female,Married,58628,Part-time,Central,0,1.7,1
E05966,26,Male,Married,34982,Full-time,Central,0,0.7,0
E05967,27,Male,Married,52098,Full-time,South,1,2.5,1
E05968,49,Male,Single,46326,Part-time,Central,0,10.8,0
E05969,51,Male,Single,52911,Full-time,West,0,0.2,0
E05970,37,Male,Married,36523,Full-time,South,1,0.0,1
E05971,56,Male,Married,56975,Part-time,North,1,0.1,1
E05972,19,Female,Divorced,45817,Full-time,West,0,5.3,0
E05973,18,Female,Married,47923,Part-time,East,0,0.0,0
E05974,53,Male,Married,85107,Contract,North,1,0.8,0
E05975,41,Female,Divorced,23570,Full-time,Central,1,12.0,0
E05976,44,Female,Single,58103,Full-time,North,1,4.1,0
E05977,19,Male,Married,56528,Full-time,Central,0,0.7,1
E05978,48,Male,Single,59458,Contract,West,1,0.8,0
E05979,31,Female,Single,58785,Full-time,West,0,1.8,0
E05980,19,Female,Single,52899,Full-time,West,0,0.2,1
E05981,46,Male,Single,56125,Contract,South,1,3.2,1
E05982,32,Male,Divorced,90286,Part-time,Central,1,2.1,0
E05983,29,Female,Married,47415,Full-time,North,1,1.6,0
E05984,54,Other,Divorced,47259,Contract,North,1,2.0,0
E05985,45,Male,Married,33994,Full-time,North,0,1.0,0
E05986,37,Other,Married,37625,Part-time,South,0,0.7,1
E05987,56,Male,Single,53353,Intern,South,0,0.2,1
E05988,41,Male,Married,55534,Full-time,Central,1,2.9,0
E05989,38,Male,Married,48309,Part-time,South,1,2.0,0
E05990,27,Female,Single,59786,Part-time,West,1,3.7,1
E05991,63,Male,Married,43987,Contract,North,1,6.7,0
E05992,31,Male,Single,87278,Intern,West,0,14.9,0
E05993,54,Female,Married,52290,Full-time,South,0,0.8,0
E05994,35,Other,Married,60108,Full-time,North,0,0.6,0
E05995,41,Male,Widowed,52422,Full-time,East,1,7.3,0
E05996,31,Male,Single,40965,Intern,West,0,1.5,0
E05997,51,Female,Married,42392,Full-time,East,1,4.9,0
E05998,29,Female,Married,32798,Contract,Central,1,0.4,0
E05999,39,Male,Single,24164,Part-time,West,0,1.0,0
E06000,23,Female,Married,64247,Full-time,North,1,0.0,0
E06001,53,Male,Single,40861,Full-time,North,1,13.8,0
E06002,62,Female,Single,49036,Full-time,East,1,0.0,1
E06003,53,Male,Single,72991,Full-time,North,1,0.6,1
E06004,39,Female,Married,67534,Contract,West,1,2.4,1
E06005,31,Male,Single,52249,Full-time,South,0,5.7,0
E06006,33,Female,Married,46839,Contract,South,1,4.7,1
E06007,53,Female,Single,47698,Full-time,North,1,0.9,1
E06008,42,Male,Single,83037,Full-time,Central,0,6.4,1
E06009,49,Female,Single,52585,Full-time,West,0,0.2,0
E06010,50,Male,Married,94878,Contract,Central,1,1.2,0
E06011,62,Female,Single,30490,Full-time,East,0,0.9,0
E06012,53,Other,Single,50704,Part-time,North,1,3.2,0
E06013,37,Female,Married,67486,Full-time,East,1,0.1,0
E06014,35,Female,Married,66201,Full-time,Central,0,5.8,1
E06015,55,Female,Single,59473,Full-time,West,1,9.8,1
E06016,20,Male,Married,40845,Full-time,Central,0,0.8,0
E06017,40,Male,Single,30304,Full-time,South,0,7.0,0
E06018,49,Female,Married,47317,Full-time,Central,1,7.1,0
E06019,62,Female,Single,65648,Full-time,Central,1,3.0,0
E06020,33,Female,Single,75500,Full-time,Central,1,2.1,0
E06021,22,Female,Single,51662,Full-time,Central,1,4.5,0
E06022,21,Male,Single,48528,Full-time,West,0,2.2,0
E06023,38,Male,Married,53131,Part-time,North,1,4.1,0
E06024,57,Male,Single,53301,Full-time,West,1,0.3,0
E06025,31,Female,Single,67799,Full-time,East,0,1.0,0
E06026,56,Male,Married,44474,Part-time,South,0,1.5,1
E06027,48,Male,Married,48225,Full-time,North,0,0.7,1
E06028,31,Female,Single,56930,Full-time,South,1,0.8,1
E06029,23,Female,Single,40516,Full-time,South,0,4.3,0
E06030,29,Female,Single,36209,Contract,North,0,0.6,1
E06031,33,Other,Single,71053,Full-time,North,1,0.4,0
E06032,34,Female,Single,49640,Full-time,East,1,1.0,0
E06033,62,Male,Single,63359,Full-time,West,1,0.5,0
E06034,40,Female,Married,60354,Full-time,North,0,0.7,1
E06035,31,Male,Widowed,29369,Contract,East,1,4.6,0
E06036,24,Female,Married,40212,Part-time,Central,1,1.7,0
E06037,63,Female,Single,50956,Full-time,North,0,1.7,0
E06038,49,Female,Married,46391,Full-time,West,0,2.2,0
E06039,32,Male,Married,53671,Full-time,Central,0,0.3,0
E06040,61,Male,Married,52783,Contract,Central,0,13.1,0
E06041,34,Female,Married,61784,Full-time,Central,1,5.6,0
E06042,58,Male,Married,49345,Contract,Central,1,1.0,0
E06043,64,Other,Single,51041,Full-time,South,1,0.2,0
E06044,61,Female,Married,28439,Contract,West,0,2.9,0
E06045,51,Female,Single,40983,Full-time,East,0,2.7,1
E06046,22,Female,Single,41725,Full-time,North,1,1.1,0
E06047,62,Female,Single,43339,Full-time,East,0,1.2,0
E06048,44,Male,Married,44434,Intern,South,0,2.2,1
E06049,40,Male,Married,58999,Full-time,Central,0,6.3,0
E06050,57,Female,Divorced,76581,Full-time,North,0,0.3,0
E06051,31,Female,Single,29752,Part-time,West,1,2.1,0
E06052,32,Female,Single,46996,Contract,North,1,1.7,0
E06053,60,Other,Divorced,37009,Contract,North,1,1.9,1
E06054,50,Male,Divorced,29924,Full-time,East,1,7.2,1
E06055,48,Male,Married,42082,Contract,Central,1,2.4,0
E06056,52,Male,Single,34211,Part-time,West,1,3.6,0
E06057,34,Female,Married,53488,Contract,North,1,7.3,0
E06058,45,Male,Single,47560,Contract,South,1,1.1,1
E06059,36,Male,Divorced,45523,Full-time,South,0,1.3,0
E06060,63,Female,Married,54617,Full-time,Central,0,0.8,0
E06061,40,Male,Single,28523,Full-time,North,1,3.2,0
E06062,49,Female,Divorced,34807,Contract,Central,0,0.9,0
E06063,57,Female,Married,55326,Full-time,North,1,0.8,0
E06064,30,Male,Widowed,34647,Full-time,West,1,13.0,0
E06065,37,Male,Widowed,20000,Part-time,South,0,3.6,1
E06066,52,Female,Single,74035,Full-time,East,0,5.1,1
E06067,22,Male,Single,55132,Contract,Central,1,10.4,0
E06068,26,Male,Married,65241,Part-time,West,0,10.6,1
E06069,46,Male,Widowed,39119,Full-time,South,1,1.2,0
E06070,23,Male,Widowed,29262,Intern,West,0,2.2,1
E06071,42,Female,Married,54316,Full-time,East,1,7.7,1
E06072,48,Male,Single,33474,Full-time,North,0,0.1,1
E06073,39,Female,Single,65289,Contract,North,0,7.4,0
E06074,19,Male,Married,53577,Part-time,West,0,5.9,0
E06075,62,Female,Married,52926,Full-time,West,0,1.9,0
E06076,22,Female,Married,53090,Full-time,Central,1,2.2,0
E06077,44,Female,Married,80506,Intern,West,0,0.1,0
E06078,42,Female,Married,59823,Full-time,North,1,2.4,0
E06079,25,Male,Divorced,46961,Full-time,West,0,0.4,0
E06080,18,Female,Single,52050,Contract,South,0,0.9,0
E06081,37,Male,Single,36951,Full-time,South,0,4.9,1
E06082,61,Male,Married,42137,Full-time,North,0,2.1,0
E06083,40,Female,Divorced,68771,Full-time,West,1,4.2,0
E06084,49,Male,Single,50637,Intern,West,0,8.1,0
E06085,28,Female,Single,61440,Full-time,West,0,0.6,0
E06086,56,Male,Single,36657,Full-time,South,0,0.9,0
E06087,64,Female,Single,62697,Contract,North,1,2.7,0
E06088,41,Female,Single,47033,Full-time,Central,1,9.0,0
E06089,28,Female,Married,53409,Full-time,South,1,4.5,1
E06090,46,Female,Single,50907,Full-time,North,0,3.1,0
E06091,43,Female,Married,52731,Part-time,North,0,3.4,0
E06092,33,Female,Single,48361,Full-time,Central,0,1.7,0
E06093,52,Male,Single,69263,Full-time,East,0,1.6,0
E06094,37,Female,Married,27423,Full-time,Central,0,13.0,0
E06095,63,Male,Married,58001,Full-time,Central,0,5.8,1
E06096,20,Male,Single,39974,Intern,North,0,4.3,0
E06097,18,Male,Married,35656,Full-time,East,0,3.8,0
E06098,64,Male,Single,82073,Part-time,East,0,2.5,0
E06099,18,Female,Single,35735,Part-time,West,0,1.2,0
E06100,34,Female,Married,22741,Part-time,Central,0,1.7,0
E06101,19,Female,Divorced,64338,Full-time,Central,1,0.2,0
E06102,46,Female,Married,42600,Full-time,East,1,0.3,0
E06103,37,Male,Single,69119,Intern,East,1,1.5,0
E06104,23,Male,Married,20000,Full-time,East,1,0.4,1
E06105,25,Male,Single,77805,Part-time,North,1,1.5,1
E06106,46,Female,Married,64151,Full-time,North,0,0.7,0
E06107,50,Male,Single,46879,Full-time,North,0,1.3,0
E06108,20,Female,Married,24010,Full-time,Central,0,1.4,0
E06109,52,Female,Single,30027,Full-time,East,0,4.7,0
E06110,22,Female,Widowed,39630,Intern,North,0,3.5,1
E06111,44,Female,Single,60704,Contract,West,0,5.1,0
E06112,61,Female,Divorced,37070,Contract,East,0,1.4,0
E06113,29,Male,Single,20000,Part-time,East,1,5.2,0
E06114,37,Male,Single,53418,Full-time,East,1,9.0,1
E06115,62,Female,Single,64944,Full-time,North,0,1.0,0
E06116,37,Female,Divorced,82955,Part-time,South,1,3.8,0
E06117,26,Female,Single,34614,Full-time,West,0,0.2,0
E06118,56,Male,Single,36198,Contract,West,0,2.2,0
E06119,21,Female,Single,20000,Part-time,South,1,0.5,0
E06120,36,Male,Widowed,26788,Part-time,West,1,5.4,1
E06121,55,Male,Single,34005,Part-time,North,1,1.6,0
E06122,44,Male,Single,36599,Contract,East,0,2.8,0
E06123,62,Male,Divorced,41993,Full-time,South,0,2.6,0
E06124,60,Male,Divorced,58876,Full-time,East,0,0.3,0
E06125,30,Male,Single,57672,Full-time,West,1,0.3,0
E06126,30,Female,Divorced,42293,Full-time,Central,0,2.5,1
E06127,39,Female,Single,50228,Contract,West,1,1.1,1
E06128,45,Female,Single,29633,Full-time,West,1,0.4,0
E06129,64,Male,Married,41517,Contract,South,1,1.1,0
E06130,62,Other,Married,30619,Full-time,East,1,0.6,0
E06131,39,Male,Single,38902,Full-time,South,1,0.1,0
E06132,60,Male,Single,77835,Full-time,North,1,1.4,0
E06133,36,Female,Single,52179,Part-time,East,0,3.4,1
E06134,25,Male,Married,41086,Part-time,North,0,0.4,0
E06135,25,Female,Widowed,57167,Full-time,North,0,2.6,1
E06136,59,Female,Single,44077,Part-time,South,1,0.5,0
E06137,43,Other,Married,75258,Full-time,West,1,0.2,0
E06138,43,Female,Single,55289,Part-time,Central,1,0.3,0
E06139,40,Female,Married,32589,Part-time,West,1,0.7,0
E06140,60,Male,Single,69785,Part-time,West,1,1.9,0
E06141,30,Female,Married,59289,Full-time,East,1,1.8,0
E06142,45,Male,Single,57009,Full-time,South,0,1.9,1
E06143,26,Female,Divorced,62397,Contract,East,1,1.4,0
E06144,37,Female,Single,60933,Full-time,Central,1,6.4,1
E06145,36,Male,Single,57678,Contract,South,1,6.5,1
E06146,56,Female,Married,47577,Full-time,West,1,3.2,0
E06147,29,Male,Married,63596,Part-time,North,0,1.2,0
E06148,32,Male,Single,47417,Full-time,West,0,0.6,0
E06149,48,Female,Married,69922,Full-time,West,0,3.6,1
E06150,31,Male,Married,57469,Contract,South,0,17.0,0
E06151,28,Male,Married,52810,Full-time,West,0,5.1,1
E06152,43,Male,Single,59487,Full-time,Central,1,1.2,0
E06153,59,Female,Single,52370,Full-time,West,1,0.6,0
E06154,44,Male,Widowed,69123,Contract,North,0,5.1,0
E06155,28,Male,Single,64233,Full-time,South,0,1.5,0
E06156,55,Female,Married,51093,Contract,Central,0,2.6,0
E06157,51,Male,Married,20000,Part-time,South,0,0.1,1
E06158,60,Male,Single,62946,Full-time,North,1,4.9,0
E06159,36,Female,Single,56249,Full-time,East,0,0.7,0
E06160,23,Female,Divorced,86407,Full-time,Central,0,4.3,0
E06161,63,Female,Single,30510,Part-time,North,1,3.2,0
E06162,55,Male,Married,46723,Full-time,East,1,1.6,0
E06163,59,Female,Married,26805,Full-time,North,0,2.3,1
E06164,45,Female,Single,39081,Part-time,East,1,2.3,0
E06165,18,Male,Single,73369,Full-time,East,1,0.8,0
E06166,52,Male,Divorced,25030,Full-time,South,1,0.4,1
E06167,57,Other,Married,29113,Intern,West,0,5.0,1
E06168,25,Female,Single,58699,Contract,West,0,3.5,0
E06169,64,Female,Single,52905,Full-time,North,1,2.9,0
E06170,24,Female,Married,45061,Contract,East,1,1.0,0
E06171,28,Female,Married,20000,Contract,West,1,1.5,0
E06172,56,Female,Married,68993,Full-time,North,1,0.5,0
E06173,21,Male,Widowed,46473,Full-time,North,0,4.2,0
E06174,42,Male,Married,34693,Part-time,Central,0,0.0,1
E06175,29,Female,Divorced,54822,Contract,South,1,0.0,0
E06176,43,Female,Married,68841,Contract,South,0,2.2,1
E06177,55,Female,Single,46006,Full-time,East,0,1.3,1
E06178,63,Other,Married,40260,Full-time,West,0,0.5,0
E06179,29,Female,Married,50532,Full-time,East,1,3.9,1
E06180,60,Male,Single,55742,Full-time,West,1,8.1,0
E06181,54,Female,Single,57141,Full-time,West,0,1.0,1
E06182,63,Male,Married,46310,Part-time,West,0,2.8,0
E06183,41,Male,Married,68459,Full-time,West,0,4.1,1
E06184,33,Male,Widowed,36832,Full-time,West,1,2.9,1
E06185,30,Female,Divorced,47408,Contract,Central,1,1.4,0
E06186,42,Other,Single,47338,Full-time,Central,0,2.4,0
E06187,21,Male,Married,26892,Full-time,West,0,3.9,1
E06188,28,Male,Single,55445,Full-time,North,1,8.6,0
E06189,49,Female,Single,51401,Full-time,North,0,4.4,0
E06190,24,Female,Single,47138,Part-time,South,0,1.1,0
E06191,63,Female,Married,57589,Contract,West,1,3.3,1
E06192,28,Female,Single,47075,Full-time,North,0,7.4,0
E06193,45,Female,Single,71150,Part-time,South,0,2.2,0
E06194,58,Male,Single,57058,Full-time,North,0,0.3,0
E06195,40,Male,Single,55622,Full-time,South,0,3.1,0
E06196,62,Male,Divorced,39890,Full-time,East,0,2.8,0
E06197,40,Female,Widowed,21678,Contract,North,0,0.4,0
E06198,45,Male,Married,62042,Full-time,West,1,0.8,0
E06199,60,Female,Married,21673,Full-time,West,1,3.3,0
E06200,64,Male,Married,45981,Part-time,Central,0,10.9,1
E06201,43,Male,Married,63210,Full-time,East,1,0.6,0
E06202,42,Male,Married,36989,Part-time,East,1,2.9,0
E06203,46,Male,Single,43082,Full-time,North,1,1.9,0
E06204,36,Male,Single,29087,Full-time,South,0,1.2,0
E06205,50,Female,Single,36170,Part-time,Central,0,7.4,0
E06206,53,Male,Single,38071,Full-time,East,1,8.3,1
E06207,31,Female,Single,43064,Contract,East,1,0.5,0
E06208,31,Male,Married,51939,Full-time,West,1,3.7,0
E06209,52,Female,Married,53470,Full-time,West,0,4.5,0
E06210,47,Female,Single,71685,Full-time,South,0,7.7,0
E06211,45,Other,Single,42704,Contract,North,1,0.2,0
E06212,34,Male,Married,58349,Full-time,South,1,8.1,0
E06213,20,Male,Single,40466,Contract,North,0,0.8,0
E06214,33,Female,Single,75138,Part-time,Central,0,5.9,0
E06215,63,Male,Married,51852,Part-time,East,0,5.3,0
E06216,47,Female,Married,46894,Contract,South,1,4.7,0
E06217,46,Male,Divorced,38125,Full-time,North,0,1.0,1
E06218,62,Female,Married,63590,Part-time,Central,1,4.3,1
E06219,32,Male,Divorced,51946,Full-time,South,1,0.9,1
E06220,63,Female,Single,53067,Part-time,East,0,1.1,0
E06221,42,Female,Single,34158,Full-time,Central,1,5.1,0
E06222,55,Male,Single,38266,Part-time,West,1,2.6,1
E06223,59,Male,Single,23574,Part-time,East,1,1.1,1
E06224,64,Male,Married,42359,Part-time,West,1,3.6,0
E06225,55,Female,Married,42808,Full-time,Central,0,5.8,0
E06226,40,Male,Widowed,29831,Part-time,Central,1,2.4,0
E06227,42,Male,Divorced,48914,Full-time,West,1,0.7,0
E06228,59,Female,Married,44776,Intern,North,0,2.6,1
E06229,24,Male,Married,39111,Full-time,Central,0,2.6,0
E06230,39,Male,Single,37139,Part-time,South,0,3.0,0
E06231,34,Male,Married,52486,Full-time,South,0,4.6,0
E06232,35,Female,Divorced,38327,Part-time,Central,0,11.9,1
E06233,58,Other,Single,74665,Full-time,West,1,0.3,0
E06234,27,Male,Married,47245,Part-time,West,0,0.6,0
E06235,27,Female,Divorced,63776,Full-time,East,0,5.1,0
E06236,24,Male,Single,32816,Intern,West,1,2.3,0
E06237,55,Male,Widowed,47567,Full-time,North,1,4.1,0
E06238,44,Female,Single,35702,Contract,North,1,1.6,0
E06239,50,Male,Divorced,56391,Full-time,South,0,5.5,1
E06240,18,Female,Single,49063,Full-time,Central,0,1.6,0
E06241,61,Female,Single,79678,Part-time,South,1,8.8,0
E06242,51,Female,Single,44324,Part-time,Central,1,1.5,0
E06243,21,Male,Married,23594,Part-time,South,0,1.0,0
E06244,34,Male,Divorced,49104,Full-time,Central,1,0.3,0
E06245,21,Other,Married,52967,Intern,Central,0,5.7,0
E06246,60,Male,Divorced,40605,Part-time,South,0,8.9,0
E06247,43,Female,Married,38688,Full-time,East,1,6.7,0
E06248,21,Male,Single,32037,Full-time,North,1,4.3,1
E06249,18,Male,Married,57222,Full-time,West,0,1.7,0
E06250,24,Male,Single,58873,Full-time,North,1,1.1,0
E06251,47,Female,Married,86473,Full-time,West,1,1.0,0
E06252,26,Female,Single,47497,Contract,Central,0,4.3,0
E06253,52,Male,Single,52290,Full-time,South,0,1.3,0
E06254,25,Female,Married,46373,Part-time,South,1,4.6,1
E06255,41,Male,Single,90603,Full-time,West,1,12.1,1
E06256,36,Male,Married,59266,Full-time,South,1,0.6,0
E06257,53,Female,Divorced,50033,Full-time,South,1,0.4,1
E06258,60,Female,Single,81542,Contract,South,0,0.4,0
E06259,44,Male,Married,49107,Full-time,North,0,0.2,0
E06260,49,Male,Married,103131,Full-time,South,0,3.5,0
E06261,31,Other,Single,74958,Full-time,East,1,2.7,1
E06262,35,Female,Married,49682,Full-time,West,1,2.5,1
E06263,45,Female,Single,57689,Contract,North,1,2.6,0
E06264,46,Male,Single,51903,Contract,North,1,0.2,1
E06265,33,Female,Single,61310,Full-time,Central,0,1.0,1
E06266,52,Male,Married,41306,Full-time,Central,1,0.9,0
E06267,64,Other,Married,81451,Part-time,South,1,2.0,0
E06268,48,Male,Single,40209,Full-time,North,0,6.3,1
E06269,21,Male,Single,53820,Contract,North,0,10.7,1
E06270,54,Male,Married,55510,Full-time,South,1,2.8,0
E06271,34,Female,Divorced,45268,Full-time,West,1,0.9,0
E06272,56,Female,Married,30662,Full-time,North,1,1.4,0
E06273,63,Male,Single,53615,Contract,Central,0,1.2,0
E06274,43,Female,Single,53716,Full-time,South,1,0.7,1
E06275,56,Female,Divorced,45067,Full-time,North,0,11.5,1
E06276,58,Male,Single,45658,Full-time,Central,1,0.4,1
E06277,21,Female,Single,52312,Full-time,East,1,2.5,0
E06278,47,Female,Married,68682,Full-time,North,0,4.8,0
E06279,47,Male,Married,67619,Full-time,South,1,8.4,0
E06280,39,Male,Married,57223,Intern,Central,0,0.7,0
E06281,28,Male,Single,43568,Full-time,North,0,0.6,0
E06282,19,Male,Married,44899,Full-time,Central,0,2.1,0
E06283,61,Male,Married,46344,Contract,South,1,1.5,0
E06284,29,Female,Married,43246,Contract,North,1,0.9,0
E06285,47,Female,Single,33473,Part-time,South,1,0.3,0
E06286,53,Male,Married,38307,Part-time,West,1,1.4,0
E06287,35,Female,Married,59035,Contract,North,0,1.0,1
E06288,43,Female,Married,40369,Full-time,North,1,0.6,0
E06289,24,Female,Married,50540,Part-time,Central,0,1.4,0
E06290,18,Male,Single,50016,Full-time,North,1,0.3,0
E06291,43,Female,Single,56884,Full-time,West,0,7.5,0
E06292,40,Female,Single,40096,Full-time,Central,0,2.7,0
E06293,43,Female,Single,20000,Part-time,Central,1,2.0,0
E06294,62,Male,Married,40752,Contract,East,1,0.4,0
E06295,23,Male,Married,36138,Part-time,North,1,4.5,0
E06296,23,Female,Single,20000,Full-time,East,1,0.2,1
E06297,61,Male,Divorced,41700,Full-time,West,1,12.6,0
E06298,25,Female,Single,39731,Part-time,North,1,5.5,0
E06299,41,Female,Single,49588,Part-time,East,0,1.9,0
E06300,39,Male,Single,57865,Full-time,East,1,3.3,0
E06301,36,Female,Married,78118,Full-time,Central,1,0.3,1
E06302,54,Male,Married,51397,Part-time,East,1,2.0,0
E06303,35,Male,Divorced,50451,Full-time,East,1,5.1,1
E06304,48,Female,Single,79968,Full-time,North,0,0.2,0
E06305,54,Female,Single,30964,Contract,North,1,0.7,0
E06306,47,Male,Married,31954,Full-time,Central,1,4.5,0
E06307,59,Female,Married,59034,Full-time,North,1,1.8,0
E06308,50,Male,Divorced,69731,Intern,West,1,3.3,0
E06309,27,Male,Single,71480,Contract,Central,1,5.1,1
E06310,54,Male,Married,22931,Full-time,West,0,0.5,0
E06311,29,Male,Single,23366,Full-time,North,0,1.9,0
E06312,47,Female,Married,48243,Full-time,North,0,2.5,0
E06313,44,Female,Single,60634,Full-time,Central,0,2.9,0
E06314,56,Female,Married,44279,Contract,East,0,5.6,0
E06315,26,Female,Married,32343,Full-time,South,1,1.9,0
E06316,38,Male,Single,30900,Part-time,South,0,1.1,0
E06317,29,Male,Single,65542,Contract,North,1,4.9,1
E06318,46,Female,Single,65998,Full-time,West,0,6.8,1
E06319,50,Female,Single,59458,Full-time,Central,1,1.3,1
E06320,60,Female,Single,49248,Contract,East,1,3.9,1
E06321,32,Male,Single,36984,Part-time,North,0,0.7,1
E06322,19,Male,Married,21377,Full-time,West,0,0.3,1
E06323,56,Male,Single,27465,Full-time,North,1,1.4,1
E06324,61,Male,Single,20000,Contract,South,0,1.6,0
E06325,35,Male,Divorced,45497,Full-time,North,1,0.4,1
E06326,20,Female,Single,56985,Full-time,West,0,0.3,1
E06327,24,Male,Married,50986,Full-time,South,0,3.7,0
E06328,60,Female,Married,71242,Intern,North,0,3.8,0
E06329,35,Female,Divorced,52682,Full-time,South,1,0.2,0
E06330,61,Male,Single,25341,Full-time,Central,0,2.1,0
E06331,55,Female,Married,47949,Full-time,West,0,2.5,1
E06332,54,Male,Single,48405,Intern,West,1,2.1,0
E06333,50,Female,Divorced,57492,Full-time,Central,0,11.6,0
E06334,61,Female,Single,62712,Part-time,West,0,1.8,1
E06335,48,Female,Married,57081,Full-time,West,1,2.4,0
E06336,28,Female,Single,42699,Part-time,North,1,1.1,1
E06337,21,Male,Divorced,70704,Part-time,East,0,0.9,1
E06338,35,Female,Married,62550,Full-time,North,0,5.1,1
E06339,21,Female,Single,20000,Full-time,Central,0,7.9,0
E06340,51,Female,Single,61448,Full-time,Central,0,1.2,0
E06341,46,Female,Single,36718,Full-time,East,1,5.6,1
E06342,41,Female,Single,23679,Part-time,North,1,1.6,0
E06343,39,Female,Single,53777,Full-time,North,0,2.2,0
E06344,19,Male,Widowed,84851,Part-time,North,0,0.6,0
E06345,61,Male,Married,49203,Full-time,South,0,2.6,0
E06346,23,Female,Divorced,45664,Full-time,South,1,9.2,0
E06347,59,Female,Married,51448,Full-time,North,0,0.2,0
E06348,42,Other,Married,85856,Full-time,South,1,0.9,0
E06349,38,Male,Married,45979,Full-time,North,0,3.6,0
E06350,33,Male,Single,64750,Full-time,Central,0,0.9,0
E06351,48,Female,Married,44028,Full-time,North,0,1.4,0
E06352,31,Female,Married,41289,Contract,South,0,1.0,1
E06353,56,Female,Widowed,71183,Contract,East,0,10.3,1
E06354,45,Male,Married,33462,Contract,Central,0,2.0,0
E06355,49,Male,Married,61199,Intern,West,0,0.4,1
E06356,45,Male,Married,44873,Contract,East,1,0.4,0
E06357,26,Male,Married,38642,Full-time,East,0,1.1,0
E06358,62,Other,Married,43729,Full-time,West,1,1.5,0
E06359,39,Male,Single,20000,Full-time,Central,0,1.0,0
E06360,49,Male,Single,34248,Full-time,West,0,2.4,0
E06361,22,Male,Married,52010,Intern,Central,0,6.2,0
E06362,40,Male,Divorced,46285,Full-time,Central,1,4.7,0
E06363,22,Female,Single,35812,Part-time,Central,0,2.6,1
E06364,59,Male,Divorced,72224,Full-time,East,0,3.9,0
E06365,49,Male,Single,35099,Intern,Central,0,3.3,1
E06366,27,Other,Married,71557,Part-time,West,0,0.2,1
E06367,56,Male,Single,52203,Full-time,East,0,3.0,0
E06368,32,Female,Single,46049,Full-time,Central,0,6.2,0
E06369,24,Male,Single,51404,Contract,South,0,5.3,0
E06370,46,Female,Single,54404,Contract,South,1,1.9,0
E06371,64,Male,Single,35665,Contract,Central,1,1.2,0
